transaction_id,customer_id,customer_contact,customer_name,amount,payment_method,failure_reason,failure_source,attempt_number,timestamp
txn_40864dfa4bf944,cust_56442899,+919876377370,Customer_2899,11344.28,upi,upi_collect_expired,customer,1,2026-09-02T16:10:59
txn_4b990f96dac34a,cust_b3bf2ce1,+919876850800,Customer_2ce1,19034.76,card,fraud_suspected,bank,1,2026-09-02T17:29:59
txn_cecf0d6c2f4e4a,cust_d02e66d9,+919876488162,Customer_66d9,12533.63,upi,upi_collect_expired,customer,1,2026-09-02T17:52:59
txn_1d5fff704dcb45,cust_a7759c5e,+919876809570,Customer_9c5e,4365.83,netbanking,network_error,gateway,1,2026-09-02T17:55:59
txn_5fa63606a9854b,cust_c1bf603f,+919876383060,Customer_603f,17233.3,upi,upi_bank_downtime,bank,1,2026-09-02T18:06:59
txn_d9a74e1660bc4b,cust_3c172fe8,+919876388389,Customer_2fe8,1275.87,card,card_declined_by_bank,bank,1,2026-09-02T19:30:59
txn_7ad27c129cd547,cust_f2a56d10,+919876127824,Customer_6d10,3632.53,upi,insufficient_funds,customer,1,2026-09-02T20:22:59
txn_92aa9069fb5c4d,cust_30720f48,+919876802729,Customer_0f48,764.94,upi,network_error,gateway,1,2026-09-02T20:46:59
txn_010e7e8040cd4f,cust_e7657830,+919876207175,Customer_7830,19065.56,card,card_not_enabled_online,customer,1,2026-09-02T21:21:59
txn_366e4d8704994b,cust_9c79be17,+919876793384,Customer_be17,24213.71,card,customer_cancelled,customer,1,2026-09-02T23:31:59
txn_1d042846dc8548,cust_f7d213f0,+919876476417,Customer_13f0,11828.76,card,network_error,gateway,1,2026-09-02T23:55:59
txn_be2d9381aa574c,cust_59222fa9,+919876738720,Customer_2fa9,2008.48,card,card_declined_by_bank,bank,1,2026-09-02T23:58:59
txn_092cb90554f847,cust_3de92123,+919876832052,Customer_2123,11451.42,card,card_expired,customer,1,2026-09-03T00:30:59
txn_90366ba3e1e548,cust_e62e0729,+919876201414,Customer_0729,22459.9,upi,upi_collect_expired,customer,1,2026-09-03T03:29:59
txn_1fcf78c7b37744,cust_8f515dbc,+919876719176,Customer_5dbc,23489.04,card,card_declined_by_bank,bank,1,2026-09-03T05:00:59
txn_816067b6579f45,cust_90b58155,+919876452944,Customer_8155,21998.87,card,customer_cancelled,customer,1,2026-09-03T05:09:59
txn_8147f20cf9b649,cust_57efbbd3,+919876983794,Customer_bbd3,13340.68,upi,upi_collect_expired,customer,1,2026-09-03T05:21:59
txn_ca4ab43270a047,cust_fec6c946,+919876148050,Customer_c946,3286.22,card,fraud_suspected,bank,1,2026-09-03T06:42:59
txn_e146abbaba7141,cust_c1bf603f,+919876383060,Customer_603f,23770.3,card,incorrect_otp,customer,1,2026-09-03T06:54:59
txn_91687b8fac1549,cust_26d97876,+919876319684,Customer_7876,1655.22,upi,upi_collect_expired,customer,1,2026-09-03T07:22:59
txn_a2cb4c44158a44,cust_9ee6ae21,+919876771088,Customer_ae21,22648.69,card,insufficient_funds,customer,1,2026-09-03T08:05:59
txn_4e14fce1102b46,cust_e62e0729,+919876201414,Customer_0729,20154.39,card,incorrect_otp,customer,1,2026-09-03T08:24:59
txn_62b4d4081f224d,cust_0ae0b6af,+919876581741,Customer_b6af,17279.87,upi,insufficient_funds,customer,1,2026-09-03T09:23:59
txn_1b3e86b5bd1048,cust_cb9ff3c8,+919876974628,Customer_f3c8,11174.41,upi,upi_wrong_bank_account,customer,1,2026-09-03T10:35:59
txn_ce82e8bfe13e4f,cust_003cc06a,+919876131244,Customer_c06a,3699.36,card,card_declined_by_bank,bank,1,2026-09-03T11:02:59
txn_59ff47db3c084f,cust_ea6f904e,+919876717889,Customer_904e,15981.27,card,insufficient_funds,customer,1,2026-09-03T11:09:59
txn_ea337b6c3bb44a,cust_79c7e109,+919876835392,Customer_e109,19492.75,card,insufficient_funds,customer,1,2026-09-03T12:04:59
txn_186c8edee26347,cust_90b58155,+919876452944,Customer_8155,16676.93,card,card_declined_by_bank,bank,1,2026-09-03T12:38:59
txn_6d925434bd7942,cust_997cf509,+919876835911,Customer_f509,2469.67,upi,upi_collect_expired,customer,1,2026-09-03T13:18:59
txn_30d81faa9d164b,cust_85d8195d,+919876331148,Customer_195d,12434.27,upi,upi_bank_downtime,bank,1,2026-09-03T13:53:59
txn_6394e8292a9b4e,cust_3de92123,+919876832052,Customer_2123,21926.74,netbanking,customer_cancelled,customer,1,2026-09-03T14:06:59
txn_93f4ee1a25a749,cust_60957a53,+919876440035,Customer_7a53,16980.35,upi,upi_bank_downtime,bank,1,2026-09-03T15:01:59
txn_3652ef120f8444,cust_ca421e83,+919876198246,Customer_1e83,7039.28,upi,upi_wrong_bank_account,customer,1,2026-09-03T17:21:59
txn_8b10702202f042,cust_b42cd48f,+919876816751,Customer_d48f,24300.42,card,card_expired,customer,1,2026-09-03T17:39:59
txn_ab23f4d04fb646,cust_97d0c10c,+919876575435,Customer_c10c,11127.38,upi,upi_bank_downtime,bank,1,2026-09-03T18:07:59
txn_5873ecd4585e44,cust_d4643fa7,+919876356787,Customer_3fa7,3810.75,card,incorrect_otp,customer,1,2026-09-03T18:58:59
txn_108ada9800244e,cust_ca421e83,+919876198246,Customer_1e83,22832.8,upi,upi_bank_downtime,bank,1,2026-09-03T19:57:59
txn_3ba521a0a2da49,cust_d7acc482,+919876733052,Customer_c482,2921.07,card,incorrect_otp,customer,1,2026-09-03T20:37:59
txn_ba8e4372c26448,cust_26d97876,+919876319684,Customer_7876,14744.41,card,card_expired,customer,1,2026-09-03T20:56:59
txn_98e31f725d4843,cust_c8816352,+919876279451,Customer_6352,14805.27,netbanking,customer_cancelled,customer,1,2026-09-03T21:30:59
txn_604b0aaa940f46,cust_b939a09f,+919876944962,Customer_a09f,11501.37,card,card_expired,customer,1,2026-09-03T21:43:59
txn_96d55f4073c140,cust_788977a4,+919876498591,Customer_77a4,5688.65,card,network_error,gateway,1,2026-09-03T22:16:59
txn_88182fa4b71e45,cust_5bb89e3e,+919876271339,Customer_9e3e,24514.69,upi,upi_collect_expired,customer,1,2026-09-04T01:23:59
txn_bd91679f4f9c4f,cust_3de92123,+919876832052,Customer_2123,16791.69,card,customer_cancelled,customer,1,2026-09-04T02:12:59
txn_fa78b7a574ab44,cust_451320b1,+919876191161,Customer_20b1,23303.14,upi,upi_bank_downtime,bank,1,2026-09-04T02:30:59
txn_8b7c115a821140,cust_15bd88d3,+919876126225,Customer_88d3,14782.0,card,network_error,gateway,1,2026-09-04T02:34:59
txn_f81abfef545049,cust_6548c6a9,+919876759176,Customer_c6a9,500.59,card,card_declined_by_bank,bank,1,2026-09-04T02:35:59
txn_129d0ce965b948,cust_574a4340,+919876479201,Customer_4340,17474.63,card,card_declined_by_bank,bank,1,2026-09-04T04:11:59
txn_8df745ec7f554a,cust_62f058ba,+919876913694,Customer_58ba,18773.52,netbanking,customer_cancelled,customer,1,2026-09-04T04:46:59
txn_73942e342c6f49,cust_f852cffe,+919876731262,Customer_cffe,18723.9,upi,customer_cancelled,customer,1,2026-09-04T05:47:59
txn_e1fcfc7c88de43,cust_7494758c,+919876948749,Customer_758c,1653.67,card,card_declined_by_bank,bank,1,2026-09-04T06:43:59
txn_9b7558ca2ba241,cust_c86f8ef0,+919876662275,Customer_8ef0,3994.04,upi,upi_collect_expired,customer,1,2026-09-04T07:15:59
txn_61fa3d5efd774e,cust_d02e66d9,+919876488162,Customer_66d9,10005.86,card,card_declined_by_bank,bank,1,2026-09-04T08:00:59
txn_b01ba00c3a114b,cust_7cd9d9b6,+919876270555,Customer_d9b6,17393.65,upi,insufficient_funds,customer,1,2026-09-04T08:11:59
txn_b7aabb44ccc242,cust_179f1164,+919876356702,Customer_1164,22723.02,upi,upi_collect_expired,customer,1,2026-09-04T08:34:59
txn_106af945ea3043,cust_13b33fd0,+919876895667,Customer_3fd0,3995.7,card,card_declined_by_bank,bank,1,2026-09-04T09:00:59
txn_a54c8deca5e645,cust_85d8195d,+919876331148,Customer_195d,18891.7,upi,upi_collect_expired,customer,1,2026-09-04T09:58:59
txn_f67796ffa1bc4f,cust_05610e8b,+919876877572,Customer_0e8b,16576.28,card,network_error,gateway,1,2026-09-04T10:15:59
txn_e8133fdac37941,cust_a54ecafc,+919876671412,Customer_cafc,7768.58,upi,upi_bank_downtime,bank,1,2026-09-04T11:25:59
txn_8d0fe88e3f3c42,cust_9f7c6ae2,+919876145561,Customer_6ae2,13218.88,card,network_error,gateway,1,2026-09-04T11:28:59
txn_4211a7c039e448,cust_8f515dbc,+919876719176,Customer_5dbc,14087.54,upi,upi_collect_expired,customer,1,2026-09-04T11:40:59
txn_6674704447754f,cust_e88d6e93,+919876770487,Customer_6e93,14771.74,upi,upi_collect_expired,customer,1,2026-09-04T11:57:59
txn_826af9cd01af45,cust_7494758c,+919876948749,Customer_758c,15447.96,upi,insufficient_funds,customer,1,2026-09-04T12:14:59
txn_1b3cd2bbd7ce43,cust_179f1164,+919876356702,Customer_1164,21642.03,card,card_expired,customer,1,2026-09-04T12:42:59
txn_aca98333840d44,cust_9f7c6ae2,+919876145561,Customer_6ae2,17618.24,card,incorrect_otp,customer,1,2026-09-04T13:23:59
txn_17655e15e8d744,cust_2ef04991,+919876482554,Customer_4991,2613.58,card,fraud_suspected,bank,1,2026-09-04T13:56:59
txn_56e0ac64d2dd44,cust_e6b97c3a,+919876246316,Customer_7c3a,18736.19,upi,upi_bank_downtime,bank,1,2026-09-04T16:07:59
txn_dd879c22699a47,cust_d7acc482,+919876733052,Customer_c482,1252.01,upi,upi_collect_expired,customer,1,2026-09-04T17:38:59
txn_6069d0a03e0f4f,cust_a3da9ef1,+919876379946,Customer_9ef1,13222.23,upi,insufficient_funds,customer,1,2026-09-04T19:09:59
txn_bfc8a830ffe145,cust_57efbbd3,+919876983794,Customer_bbd3,24806.59,card,card_declined_by_bank,bank,1,2026-09-04T20:30:59
txn_d8a631abe46847,cust_a3da9ef1,+919876379946,Customer_9ef1,24935.03,upi,upi_collect_expired,customer,1,2026-09-04T21:31:59
txn_03c53327411442,cust_911d5982,+919876678856,Customer_5982,15213.29,upi,network_error,gateway,1,2026-09-04T21:40:59
txn_f59dc59b1e1d46,cust_adcccc6a,+919876748564,Customer_cc6a,630.67,upi,network_error,gateway,1,2026-09-04T23:23:59
txn_678390cdb5d148,cust_79c7e109,+919876835392,Customer_e109,3155.95,upi,customer_cancelled,customer,1,2026-09-05T00:36:59
txn_3f1df072853c4c,cust_30720f48,+919876802729,Customer_0f48,15298.33,card,incorrect_otp,customer,1,2026-09-05T03:57:59
txn_8847be46d75d42,cust_e62e0729,+919876201414,Customer_0729,5460.62,card,card_declined_by_bank,bank,1,2026-09-05T05:13:59
txn_cddd5fc5494d41,cust_911d5982,+919876678856,Customer_5982,1562.46,card,fraud_suspected,bank,1,2026-09-05T05:33:59
txn_721d51f31fac4f,cust_9ee6ae21,+919876771088,Customer_ae21,18930.19,card,fraud_suspected,bank,1,2026-09-05T05:57:59
txn_4c7784410b124c,cust_ca421e83,+919876198246,Customer_1e83,8153.48,card,card_not_enabled_online,customer,1,2026-09-05T06:20:59
txn_d93462d0564141,cust_36528318,+919876688508,Customer_8318,20215.3,card,card_not_enabled_online,customer,1,2026-09-05T06:55:59
